plot,species,plant_number,leaf_number,leaf_length_cm,leaf_width_cm,wet_mass_g,petiole_mass_g,leaf_area_cm2,dry_mass_g,date,notes
761,laca,1,1,2.2,0.2,0.01214,,,,24-Apr-2017,
761,laca,1,2,2.1,0.2,0.00984,,,,24-Apr-2017,
761,laca,1,3,2.4,0.2,0.01708,,,,24-Apr-2017,
761,laca,2,1,2.1,0.2,0.01992,,,,24-Apr-2017,
761,laca,2,2,1.6,0.2,0.01186,,,,24-Apr-2017,
761,laca,2,3,2.2,0.3,0.02239,,,,24-Apr-2017,
761,eupe,1,1,1.5,0.5,0.00868,,,,24-Apr-2017,
761,eupe,1,2,1,0.6,0.00683,,,,24-Apr-2017,
761,eupe,1,3,1.5,0.5,0.00866,,,,24-Apr-2017,
761,eupe,2,1,1.7,0.6,0.01224,,,,24-Apr-2017,
761,eupe,2,2,1.5,0.5,0.00928,,,,24-Apr-2017,
761,eupe,2,3,1.6,0.6,0.01192,,,,24-Apr-2017,
761,aghe,1,1,10.3,1.4,0.06608,,,,24-Apr-2017,
761,aghe,1,2,9,0.7,0.05593,,,,24-Apr-2017,
761,aghe,1,3,8.9,0.8,0.04682,,,,24-Apr-2017,
761,aghe,2,1,11.2,2.6,0.14559,,,,24-Apr-2017,
761,aghe,2,2,8.2,1,0.06124,,,,24-Apr-2017,
761,aghe,2,3,9.8,1.3,0.09669,,,,24-Apr-2017,
761,aghe,3,1,10.5,1.8,0.14402,,,,24-Apr-2017,
761,aghe,3,2,7.3,1.1,0.06711,,,,24-Apr-2017,
761,aghe,3,3,11.5,2.1,0.12699,,,,24-Apr-2017,
761,aghe,4,1,8.1,1.6,0.08434,,,,24-Apr-2017,
761,aghe,4,2,10.2,1.3,0.08239,,,,24-Apr-2017,
761,aghe,4,3,9.1,1.9,0.102,,,,24-Apr-2017,
761,aghe,5,1,10.2,1.7,0.09097,,,,24-Apr-2017,
761,aghe,5,2,9.9,1.7,0.10686,,,,24-Apr-2017,
761,aghe,5,3,9.9,1.8,0.08571,,,,24-Apr-2017,
761,saco,1,1,2.4,1.6,0.05235,0.01096,,,24-Apr-2017,
761,saco,1,2,4.2,2.3,0.17527,0.03924,,,24-Apr-2017,
761,saco,1,3,4.1,2.2,0.17011,0.02987,,,24-Apr-2017,
761,saco,2,1,4.5,2.5,0.17295,0.02599,,,24-Apr-2017,
761,saco,2,2,3.5,2,0.11262,0.01175,,,24-Apr-2017,
761,saco,2,3,2.7,1.7,0.08211,0.00583,,,24-Apr-2017,
761,pler,1,1,7.8,0.3,0.03688,,,,24-Apr-2017,
761,pler,1,2,7.8,0.3,0.03388,,,,24-Apr-2017,
761,pler,1,3,7.9,0.3,0.04206,,,,24-Apr-2017,
761,pler,2,1,6.7,0.3,0.02584,,,,24-Apr-2017,
761,pler,2,2,7.2,0.2,0.03223,,,,24-Apr-2017,
761,pler,2,3,8.3,0.2,0.03371,,,,24-Apr-2017,
761,pler,3,1,9,0.2,0.03211,,,,24-Apr-2017,
761,pler,3,2,7,0.2,0.03662,,,,24-Apr-2017,
761,pler,3,3,6.1,0.2,0.02957,,,,24-Apr-2017,
761,pler,4,1,8.8,0.2,0.0341,,,,24-Apr-2017,
761,pler,4,2,9.6,0.3,0.06557,,,,24-Apr-2017,
761,pler,4,3,8.8,0.2,0.03764,,,,24-Apr-2017,
761,pler,5,1,9.8,0.3,0.06623,,,,24-Apr-2017,
761,pler,5,2,7.2,0.2,0.02607,,,,24-Apr-2017,
761,pler,5,3,5.3,0.2,0.01534,,,,24-Apr-2017,
