sequence,plot,species,plant_number,type,tissue_type,aboveground_biomass_g,date_collected,notes
,761,HECO,1.1,AGB,,2.9399,,
,761,HECO,1.2,AGB,,1.4746,,
,761,HECO,2,AGB,,1.594,,
,761,HECO,3,AGB,,1.7654,,
,761,HECO,4,AGB,,1.2463,,
,761,HECO,5,AGB,,1.1667,,
,761,VUMA,1,AGB,,0.6589,,
,761,VUMA,2,AGB,,1.8915,,
,761,VUMA,3,AGB,,0.7664,,
,761,VUMA,4,AGB,,0.94418,,
,761,VUMA,5,AGB,,0.1381,,
,non_plot,TOAR,1,AGB,leaves,0.08517,,
,non_plot,TOAR,1,AGB,,0.42951,,
,non_plot,TOAR,4,AGB,,0.5329,,
,non_plot,TOAR,2,AGB,leaves,0.0853,,
,non_plot,TOAR,2,AGB,,0.4798,,
,non_plot,TOAR,3,AGB,leaves,0.4031,,
,non_plot,TOAR,4,AGB,leaves,0.117,,
,non_plot,TOAR,3,AGB,,1.0092,,
,non_plot,TOAR,8,AGB,leaves,0.1962,,
,non_plot,TOAR,5,AGB,leaves,0.2083,,
,non_plot,TOAR,5,AGB,,0.5956,,
,non_plot,TOAR,8,AGB,,0.6536,,
,non_plot,TOAR,6,AGB,leaves,0.0948,,
,non_plot,TOAR,6,AGB,,0.4564,,
,non_plot,TOAR,7,AGB,,1.2179,,
,non_plot,TOAR,7,AGB,leaves,0.3259,,
,non_plot,TOAR,1,AGB,,0.1394,,
,non_plot,AG2,2,AGB,,0.2802,,
,non_plot,AG2,3,AGB,,0.3712,,
,non_plot,AG2,4,AGB,,0.2095,,
,non_plot,AG2,5,AGB,,0.3727,,
,non_plot,AG2,6,AGB,,0.4965,,
,non_plot,AG2,8,AGB,,0.2307,,
,non_plot,AG2,7,AGB,,0.5423,,
,non_plot,BRDI,2,AGB,,1.666,,
,non_plot,BRDI,6,AGB,,1.6585,,
,non_plot,BRDI,4,AGB,,1.1965,,
,non_plot,BRDI,7,AGB,,4.6563,,
,non_plot,BRDI,5,AGB,,3.8168,,
,non_plot,BRDI,1,AGB,,2.5632,,
,non_plot,BRDI,8,AGB,,3.2531,,
,non_plot,BOIN,2,AGB,,0.1546,,
,non_plot,BOIN,2,AGB,leaves,0.0415,,
,non_plot,BOIN,1,AGB,,0.1232,,
,non_plot,ACMO,2,AGB,,0.6308,,
,non_plot,ACMO,4,AGB,,0.8625,,
,non_plot,ACMO,3,AGB,,0.6827,,
,non_plot,ACMO,7,AGB,,0.225,,
,non_plot,ACMO,4,AGB,,0.2692,,
,non_plot,ACMO,8,AGB,,0.2191,,
,non_plot,ACMO,6,AGB,,0.3849,,
,non_plot,ACMO,5,AGB,,0.7159,,
,non_plot,AVBA,1,AGB,,2.2068,,
,non_plot,AVBA,2,AGB,,2.9416,,
,non_plot,AVBA,3,AGB,,0.877,,
,non_plot,AVBA,1,AGB,leaves,0.0074,,
,non_plot,AVBA,3,AGB,leaves,0.0949,,
,non_plot,AVBA,3,AGB,,0.505,,
,non_plot,AVBA,5,AGB,,1.7422,,
,non_plot,AVBA,4,AGB,,1.6678,,
,non_plot,AVBA,5,AGB,leaves,0.2253,,
,non_plot,AVBA,3,AGB,leaves,0.1441,,w/o scan 
,non_plot,AVBA,6,AGB,leaves,0.1581,,
,non_plot,AVBA,6,AGB,,0.7926,,
,non_plot,AVBA,2,AGB,leaves,0.4105,,not scanned 
,non_plot,AVBA,8,AGB,leaves,0.159,,
,non_plot,AVBA,8,AGB,,2.0189,,
,non_plot,AVBA,7,AGB,leaves,0.1737,,
,non_plot,AVBA,7,AGB,,1.5917,,
,non_plot,BOIN,5,AGB,,0.2407,,
,non_plot,BOIN,5,AGB,leaves,0.0717,,
,non_plot,BOIN,8,AGB,leaves,0.0813,,
,non_plot,BOIN,7,AGB,leaves,0.0879,,
,non_plot,BOIN,7,AGB,,0.2827,,
,non_plot,BOIN,8,AGB,,0.2296,,
,non_plot,LOST,8,AGB,leaves,0.0046,,
,non_plot,LOST,7,AGB,leaves,0.01,,
,non_plot,LOST,6,AGB,leaves,0.0046,,
,non_plot,LOST,5,AGB,leaves,0.0066,,
,non_plot,TRAL,2,AGB,,0.2238,,
,non_plot,TRAL,1,AGB,,1.1897,,
,non_plot,TRAL,7,AGB,,0.1641,,
,non_plot,TRAL,6,AGB,,0.1483,,
,non_plot,TRAL,5,AGB,,0.1996,,
,non_plot,TRAL,4,AGB,,0.7231,,
,non_plot,TRAL,3,AGB,,0.086,,
,non_plot,TRAL,8,AGB,,0.4647,,
,non_plot,DICA,3,AGB,,0.6958,,
,non_plot,DICA,2,AGB,,0.3676,,no leaves
,non_plot,DICA,1,AGB,,0.7027,,no leaves
,non_plot,LOMU,5,AGB,leaves,0.1217,,
,non_plot,LOMU,6,AGB,leaves,0.01286,,
,non_plot,LOMU,6,AGB,stem,0.8973,,
,non_plot,LOMU,7,AGB,leaves,0.3721,,
,non_plot,LOMU,7,AGB,stem,2.5825,,
,non_plot,LOMU,8,AGB,leaves,0.0533,,
,non_plot,LOMU,8,AGB,stem,0.4909,,
,non_plot,LOMU,4,AGB,leaves,0.1624,,
,non_plot,LOMU,4,AGB,stem,0.85,,
,non_plot,CACO,1,AGB,leaves,0.9302,,
,non_plot,CACO,1,AGB,stem,0.4816,,
,non_plot,CACO,2,AGB,leaves,0.6089,,
,non_plot,CACO,2,AGB,stem,0.3849,,
,non_plot,CACO,3,AGB,leaves,0.236,,
,non_plot,CACO,3,AGB,stem,0.1383,,
,non_plot,CACO,4,AGB,leaves,0.2567,,
,non_plot,CACO,4,AGB,stem,0.1457,,
,non_plot,CACO,5,AGB,leaves,0.1796,,
,non_plot,CACO,5,AGB,stem,0.0977,,
,non_plot,CACO,8,AGB,leaves,0.1862,,
,non_plot,CACO,8,AGB,stem,0.1449,,
,non_plot,CACO,6,AGB,leaves,0.3517,,
,non_plot,CACO,6,AGB,stem,0.2271,,
,non_plot,CACO,7,AGB,leaves,0.1844,,
,non_plot,CACO,7,AGB,stem,0.1847,,
,non_plot,NAPU,1,AGB,leaves,1.0088,,
,non_plot,NAPU,2,AGB,leaves,0.2767,,
,non_plot,NAPU,3,AGB,leaves,0.7428,,
,non_plot,NAPU,4,AGB,leaves,0.3051,,
,non_plot,NAPU,5,AGB,leaves,0.335,,
,non_plot,NAPU,6,AGB,leaves,0.882,,
,non_plot,NAPU,7,AGB,leaves,0.4409,,
,non_plot,NAPU,8,AGB,leaves,0.7751,,
,non_plot,CAPY,7,AGB,leaves,0.385,,
,non_plot,CAPY,5.1,AGB,leaves,0.6987,,
,non_plot,CAPY,6,AGB,leaves,0.458,,
,non_plot,SIGA,8,AGB,leaves,0.0262,,
,non_plot,SIGA,8,AGB,stem,0.1033,,
,non_plot,SIGA,7,AGB,leaves,0.2146,,
,non_plot,SIGA,7,AGB,stem,1.7024,,
,non_plot,SIGA,6,AGB,leaves,0.1252,,
,non_plot,SIGA,6,AGB,stem,1.1149,,
,non_plot,SIGA,5,AGB,leaves,0.0933,,
,non_plot,SIGA,5,AGB,stem,0.5953,,
,non_plot,SIGA,4,AGB,leaves,0.2399,,
,non_plot,SIGA,4,AGB,stem,1.4078,,
,non_plot,SIGA,3,AGB,leaves,0.1795,,
,non_plot,SIGA,3,AGB,stem,1.3684,,
,non_plot,SIGA,2,AGB,leaves,0.1455,,
,non_plot,SIGA,2,AGB,stem,0.673,,
,non_plot,SIGA,1,AGB,leaves,0.0259,,
,non_plot,SIGA,1,AGB,stem,0.2849,,
,non_plot,CROTON,1,AGB,leaves,0.1819,,
,non_plot,CROTON,1,AGB,stem,0.0557,,
,non_plot,CROTON,2,AGB,leaves,0.1133,,
,non_plot,CROTON,2,AGB,stem,0.0478,,
,non_plot,CROTON,3,AGB,leaves,0.4543,,
,non_plot,CROTON,3,AGB,stem,0.2249,,
,non_plot,CROTON,4,AGB,leaves,0.4565,,
,non_plot,CROTON,4,AGB,stem,0.167,,
,non_plot,CROTON,5,AGB,leaves,0.0512,,
,non_plot,CROTON,5,AGB,stem,0.0142,,
,non_plot,CROTON,6,AGB,leaves,0.179,,
,non_plot,CROTON,6,AGB,stem,0.0583,,
,non_plot,CROTON,7,AGB,leaves,0.0581,,
,non_plot,CROTON,7,AGB,stem,0.0289,,
,non_plot,CROTON,8,AGB,leaves,0.0824,,
,non_plot,CROTON,8,AGB,stem,0.0263,,
,non_plot,LASE,6,AGB,leaves,0.1289,,
,non_plot,LASE,6,AGB,stem,0.1793,,
,non_plot,LASE,7,AGB,leaves,0.0442,,
,non_plot,LASE,7,AGB,stem,0.0587,,
,non_plot,LASE,8,AGB,leaves,0.0718,,
,non_plot,LASE,8,AGB,stem,0.119,,
,non_plot,LASE,5,AGB,leaves,0.0866,,
,non_plot,LASE,5,AGB,stem,0.1287,,
,non_plot,LASE,4,AGB,leaves,0.4418,,
,non_plot,LASE,4,AGB,stem,0.3557,,
,non_plot,LASE,3,AGB,leaves,0.3511,,
,non_plot,LASE,3,AGB,stem,0.3861,,
,non_plot,LASE,2,AGB,leaves,0.1449,,
,non_plot,LASE,2,AGB,stem,0.2283,,
,non_plot,LARA,8,AGB,leaves,0.0321,,
,non_plot,LARA,8,AGB,stem,0.0649,,
,non_plot,LARA,7,AGB,leaves,0.2172,,
,non_plot,LARA,7,AGB,stem,0.3872,,
,non_plot,LARA,6,AGB,leaves,0.3336,,
,non_plot,LARA,6,AGB,stem,0.6213,,
,non_plot,LARA,5,AGB,leaves,0.1563,,
,non_plot,LARA,5,AGB,stem,0.242,,
,non_plot,LARA,4,AGB,leaves,0.0244,,
,non_plot,LARA,4,AGB,stem,0.1145,,
,non_plot,LARA,3,AGB,leaves,0.1047,,
,non_plot,LARA,3,AGB,stem,0.2286,,
,non_plot,LARA,2,AGB,leaves,0.1499,,
,non_plot,LARA,2,AGB,stem,0.2936,,
,non_plot,LARA,1,AGB,leaves,0.1802,,
,non_plot,LARA,1,AGB,stem,0.2896,,
,non_plot,GAAP,1,AGB,leaves,0.0987,,
,non_plot,GAAP,1,AGB,,0.2907,,
,non_plot,GAAP,2,AGB,leaves,0.1286,,
,non_plot,GAAP,2,AGB,,0.4449,,
,non_plot,GAAP,3,AGB,leaves,0.0841,,
,non_plot,GAAP,3,AGB,,0.2392,,
,non_plot,GAAP,4,AGB,leaves,0.063,,
,non_plot,GAAP,4,AGB,,0.3107,,
,non_plot,GAAP,5,AGB,leaves,0.0306,,
,non_plot,GAAP,5,AGB,,0.059,,
,non_plot,GAAP,6,AGB,leaves,0.0281,,
,non_plot,GAAP,6,AGB,,0.0779,,
,non_plot,GAAP,8,AGB,leaves,0.0203,,
,non_plot,GAAP,8,AGB,,0.0575,,
,non_plot,AVFA,1,AGB,leaves,0.3364,,
,non_plot,AVFA,1,AGB,stem,2.2022,,
,non_plot,AVFA,2,AGB,leaves,0.3273,,
,non_plot,AVFA,2,AGB,stem,2.0132,,
,non_plot,AVFA,3,AGB,leaves,0.4616,,
,non_plot,AVFA,3,AGB,stem,1.6238,,
,non_plot,AVFA,4,AGB,leaves,0.4295,,
,non_plot,AVFA,4,AGB,stem,5.3038,,
,non_plot,AVFA,5,AGB,leaves,0.3414,,
,non_plot,AVFA,5,AGB,stem,1.9053,,
,non_plot,AVFA,6,AGB,leaves,0.3014,,
,non_plot,AVFA,6,AGB,stem,2.6934,,
,non_plot,AVFA,7,AGB,leaves,0.3722,,
,non_plot,AVFA,7,AGB,stem,2.8458,,
,non_plot,AVFA,8,AGB,leaves,0.2142,,
,non_plot,AVFA,8,AGB,stem,2.4542,,
,non_plot,CAPY,5,AGB,leaves,0.3573,,
,non_plot,CAPY,4,AGB,leaves,0.2897,,
,non_plot,CAPY,3,AGB,leaves,0.7938,,
,non_plot,CAPY,2,AGB,leaves,0.4361,,
,non_plot,CAPY,1,AGB,leaves,0.1773,,
,non_plot,CHPO,1,AGB,leaves,0.3811,,
,non_plot,CHPO,2,AGB,leaves,0.3986,,
,non_plot,CHPO,6,AGB,leaves,0.8837,,
,non_plot,CHPO,6,AGB,stem,0.3833,,
,non_plot,CHPO,3,AGB,,0.2235,,
,non_plot,CHPO,4,AGB,leaves,0.3095,,
,non_plot,CHPO,4,AGB,,0.5002,,
,non_plot,CHPO,5,AGB,leaves,0.0835,,
,non_plot,CHPO,5,AGB,stem,0.5842,,
,non_plot,CHPO,7,AGB,leaves,0.3804,,
,non_plot,CHPO,7,AGB,stem,0.3643,,
,non_plot,CHPO,8,AGB,leaves,0.8418,,
,non_plot,CHPO,8,AGB,stem,2.4018,,
,non_plot,LOMU,1,AGB,leaves,0.3752,,
,non_plot,LOMU,1,AGB,stem,2.707,,
,non_plot,LOMU,2,AGB,leaves,0.3156,,
